Matrícula,Início,Término,Situação,Contrato,Usuário
9390278,2020-09-04,,EM EXERCÍCIO,12420/2022,4106
9150595,2014-03-06,,EM EXERCÍCIO,9132/2022,2537
9108963,2014-01-20,,EM EXERCÍCIO,8594/2022,8054
9300970,2016-01-20,,LICENCIADO,10863/2022,6033
9352945,2023-03-20,2023-09-15,EXONERADO/RESCISO,21192/2023,7586
9465707,2023-09-18,2025-06-26,EM EXERCÍCIO,28534/2023,7960
9330127,2022-05-06,,EM EXERCÍCIO,26250/2023,3380
9175423,2014-01-20,,EM EXERCÍCIO,9598/2022,7497
9288759,2014-01-20,,EM EXERCÍCIO,10768/2022,2573
9393161,2023-03-20,2025-01-28,EM EXERCÍCIO,22420/2023,1140
9428240,2023-10-20,2025-06-26,EM EXERCÍCIO,31294/2023,1952
9365559,2023-06-01,2025-01-28,EM EXERCÍCIO,26393/2023,3712
9349634,2023-09-01,2025-06-26,EM EXERCÍCIO,28511/2023,998
9369872,2023-04-01,2023-09-27,EXONERADO/RESCISO,24960/2023,2690
9418571,2021-08-10,2023-01-28,EM EXERCÍCIO,12921/2023,8776
9442901,2020-09-04,,EM EXERCÍCIO,13284/2022,724
2755009,1994-03-15,,APOSENTADO,7608/2023,3559
9095128,2014-02-13,,EM EXERCÍCIO,8339/2022,8355
333620,1994-09-15,,EM EXERCÍCIO,6118/2022,7545
9265821,2023-03-20,2023-09-15,EXONERADO/RESCISO,22128/2023,7629
9291075,2023-09-12,2025-06-26,EM EXERCÍCIO,29574/2023,5557
325732,2014-01-20,,EM EXERCÍCIO,5753/2023,7835
157651,2008-02-15,,EM EXERCÍCIO,794/2023,2253
340839,2014-01-20,,EM EXERCÍCIO,6241/2023,5993
252310,1990-03-01,,LICENCIADO,4634/2023,7788
9147608,2014-01-20,,EM EXERCÍCIO,9051/2023,6990
257257,1992-03-25,,EM EXERCÍCIO,4789/2022,7660
235083,1992-09-23,,EM EXERCÍCIO,3729/2022,8081
323659,1994-03-24,,EM EXERCÍCIO,5628/2022,5023
227072,1991-07-25,,EM EXERCÍCIO,3427/2022,2517
251828,1990-03-01,,EM EXERCÍCIO,4607/2022,6056
9453938,2023-11-27,2025-06-26,EM EXERCÍCIO,32399/2023,7339
9092293,2014-04-10,,EM EXERCÍCIO,8274/2022,1826
234427,1992-02-18,,EM EXERCÍCIO,3686/2022,2840
158046,1998-03-09,,EM EXERCÍCIO,800/2022,2873
220272,1991-07-08,,FALECIDO,1578/2023,592
230260,2006-03-29,,EM EXERCÍCIO,3563/2022,10035
9320148,2015-01-14,,EM EXERCÍCIO,11207/2022,7583
9150668,2006-03-29,,EM EXERCÍCIO,9133/2022,2774
248487,1990-03-01,,EM EXERCÍCIO,4409/2022,6470
266140,2019-03-01,2023-02-27,EXONERADO/RESCISO,4908/2023,4686
2377497,2014-03-28,,EM EXERCÍCIO,7098/2022,9201
288349,1990-03-01,,EM EXERCÍCIO,5216/2022,9465
9287132,2023-03-20,2023-09-15,EXONERADO/RESCISO,21901/2023,10459
150878,2023-03-20,2023-09-15,EXONERADO/RESCISO,20653/2023,4165
2753944,1994-02-01,,EM EXERCÍCIO,7550/2022,6865
252409,1998-03-10,,EM EXERCÍCIO,4640/2022,6622
9150692,2006-08-01,,EM EXERCÍCIO,9136/2022,2823
9321063,2022-08-12,2023-01-28,EM EXERCÍCIO,17474/2023,5390
9202447,2022-06-30,2023-01-05,EM EXERCÍCIO,18825/2023,9084
9414029,2021-08-10,2023-01-28,EM EXERCÍCIO,12783/2023,7709
9159096,2023-03-20,2023-03-15,EXONERADO/RESCISO,22195/2023,1935
331759,1998-03-09,,EM EXERCÍCIO,6092/2023,7611
9402373,2023-10-19,2025-06-26,EM EXERCÍCIO,31273/2023,9055
237469,1992-03-25,,EM EXERCÍCIO,3863/2022,7297
220515,1991-07-08,,EM EXERCÍCIO,1597/2022,6200
9202889,2023-10-24,2025-10-23,EM EXERCÍCIO,31447/2023,5892
9322329,2021-10-01,2023-01-28,EM EXERCÍCIO,11262/2023,7021
236152,1992-05-22,,EM EXERCÍCIO,3786/2022,4706
9444327,2023-09-18,2025-06-26,EM EXERCÍCIO,29224/2023,2992
9251618,2008-03-07,,EM EXERCÍCIO,10362/2023,7281
9065989,2011-01-11,,EM EXERCÍCIO,7884/2022,2261
9107673,2023-11-06,2025-06-26,EM EXERCÍCIO,31956/2023,8866
9252045,2023-10-20,2025-06-26,EM EXERCÍCIO,31299/2023,3935
9278095,2020-09-04,,EM EXERCÍCIO,10606/2022,1716
9477292,2023-03-20,2023-09-15,EXONERADO/RESCISO,22234/2023,8812
9075968,2014-01-20,,EM EXERCÍCIO,8038/2023,7919
9340017,2014-01-20,,EM EXERCÍCIO,11573/2022,4573
331317,1994-08-01,,EM EXERCÍCIO,6061/2022,8986
334111,1994-09-15,,LICENCIADO,6133/2022,7155
328863,1994-05-11,,EM EXERCÍCIO,5935/2022,2400
9305084,2023-03-20,2023-09-15,EXONERADO/RESCISO,23540/2023,3089
249335,1990-03-01,,EM EXERCÍCIO,4455/2022,7664
248983,1990-03-01,,EM EXERCÍCIO,4437/2022,5065
220493,1991-07-08,,EM EXERCÍCIO,1595/2022,8924
244856,2005-08-01,,EM EXERCÍCIO,4302/2022,3000
9150811,2015-01-14,,EM EXERCÍCIO,9144/2022,1326
9367640,2021-08-10,,EM EXERCÍCIO,12067/2023,4593
241474,1990-03-01,,EM EXERCÍCIO,18188/2022,5477
9250573,2014-03-06,,EM EXERCÍCIO,10321/2022,9677
9391983,2023-09-18,2025-06-26,EM EXERCÍCIO,29669/2023,8630
2383977,1992-08-03,,EM EXERCÍCIO,7384/2023,1689
9184449,2005-08-01,,EM EXERCÍCIO,9734/2022,1004
327077,1994-05-10,,EM EXERCÍCIO,5800/2022,8294
234770,1992-05-07,,EM EXERCÍCIO,3713/2022,3132
9347178,2023-02-27,,EM EXERCÍCIO,24755/2023,3603
220736,1991-07-08,,EM EXERCÍCIO,1608/2022,8625
328847,2006-03-29,,EM EXERCÍCIO,5933/2022,2933
277525,1994-03-10,,EM EXERCÍCIO,5164/2022,10110
2367688,2014-01-20,,EM EXERCÍCIO,7001/2022,8146
275824,1994-03-24,,EM EXERCÍCIO,5110/2022,6427
198510,2023-02-01,2026-12-31,EM EXERCÍCIO,20336/2023,1458
9298878,2023-09-18,2025-06-26,EM EXERCÍCIO,29674/2023,2279
221600,1991-07-08,,EM EXERCÍCIO,1636/2022,2725
9369783,2023-09-01,2025-06-26,EM EXERCÍCIO,27964/2023,1673
9379126,2023-10-24,2025-10-23,EM EXERCÍCIO,31367/2023,1856
306401,1990-02-01,,EM EXERCÍCIO,5474/2022,10106
337153,1994-06-30,,EM EXERCÍCIO,6171/2022,8388
9061967,2006-03-29,,EM EXERCÍCIO,7789/2022,2777
9397973,2014-03-06,,EM EXERCÍCIO,12664/2022,9747
9442928,2016-01-20,,EM EXERCÍCIO,13285/2022,6555
9208577,2014-01-20,,EM EXERCÍCIO,10036/2022,3417
9206671,2022-06-01,,EM EXERCÍCIO,18837/2022,5493
9443061,2016-01-20,,EM EXERCÍCIO,13294/2022,748
9384120,2021-04-17,2023-02-27,EXONERADO/RESCISO,12323/2022,8074
9391088,2023-12-18,2025-10-31,EM EXERCÍCIO,32603/2023,3074
9104879,2023-11-01,2025-06-26,EM EXERCÍCIO,31285/2023,3306
252352,2022-06-30,2023-01-28,EM EXERCÍCIO,18175/2023,4056
9075577,2022-08-12,2023-01-28,EM EXERCÍCIO,19709/2023,1718
234923,1992-02-10,,LICENCIADO,3720/2022,8773
9156216,2023-09-18,2025-06-26,EM EXERCÍCIO,27563/2023,8906
9446389,2023-04-01,2023-09-27,EXONERADO/RESCISO,21478/2023,5832
227030,1991-07-26,,EM EXERCÍCIO,3423/2022,5087
9309365,2023-10-02,2025-06-26,EM EXERCÍCIO,30393/2023,2673
237280,1998-03-10,,EM EXERCÍCIO,3850/2023,5095
341010,2023-01-02,2025-01-02,EM EXERCÍCIO,20110/2022,3545
331732,1994-08-01,,EM EXERCÍCIO,6088/2022,10021
353884,2023-01-02,2023-12-31,EM EXERCÍCIO,25727/2023,1846
236420,2020-02-17,0001-01-01,EXONERADO/RESCISO,19456/2022,4936
9387633,2023-09-11,2025-06-26,EM EXERCÍCIO,27531/2023,4065
9372490,2014-01-20,,EM EXERCÍCIO,12185/2022,3427
247200,1989-06-30,,EM EXERCÍCIO,4368/2023,9787
120782,1998-06-22,,EM EXERCÍCIO,365/2023,1789
9149422,2023-03-20,2023-09-15,EXONERADO/RESCISO,23876/2023,6804
235245,1992-06-01,,EM EXERCÍCIO,3739/2022,3615
185779,1988-05-12,,EM EXERCÍCIO,1252/2022,5080
266973,1992-10-16,,APOSENTADO,4952/2023,2083
9229434,2014-01-20,,EM EXERCÍCIO,10176/2022,1610
2366762,1992-06-05,,EM EXERCÍCIO,6951/2022,9718
339873,2014-06-09,,EM EXERCÍCIO,6218/2022,8377
248940,1990-03-01,,EM EXERCÍCIO,4433/2023,8597
358711,2006-03-29,,EM EXERCÍCIO,6507/2022,3495
9390340,2014-01-20,,EM EXERCÍCIO,12427/2023,7683
364266,2014-01-20,,EM EXERCÍCIO,6600/2022,4988
303569,2005-08-01,,EM EXERCÍCIO,5380/2022,7303
220540,1991-07-10,,EM EXERCÍCIO,1600/2022,4704
289108,1990-03-01,,EM EXERCÍCIO,5241/2022,6406
9065016,2023-10-02,2025-06-26,EM EXERCÍCIO,30436/2023,9367
2754231,1993-03-11,,EM EXERCÍCIO,7567/2022,4806
9298690,2023-10-23,2025-10-22,EM EXERCÍCIO,30655/2023,6883
2380706,1992-02-07,,LICENCIADO,7247/2023,8027
224570,1992-02-06,,EM EXERCÍCIO,3311/2022,4582
9131485,2020-09-04,,EM EXERCÍCIO,8874/2022,1617
9470115,2023-10-30,2025-10-29,EM EXERCÍCIO,31807/2023,2219
9110712,2023-10-24,2025-10-23,EM EXERCÍCIO,31258/2023,10562
220337,1991-07-03,,EM EXERCÍCIO,1582/2022,8116
340910,2014-03-06,,EM EXERCÍCIO,6243/2022,6105
234435,1992-02-20,,EM EXERCÍCIO,3687/2022,9722
9370684,2023-10-10,2025-06-26,EM EXERCÍCIO,31146/2023,1578
328316,2019-05-13,2022-10-24,EXONERADO/RESCISO,17899/2022,6120
229679,1992-02-07,,EM EXERCÍCIO,3528/2023,7668
223875,2005-08-01,,EM EXERCÍCIO,1686/2022,716
241482,1990-03-01,,EM EXERCÍCIO,17886/2022,6354
9396918,2021-10-01,2023-01-28,EM EXERCÍCIO,12633/2023,9693
302490,2022-05-24,2023-01-28,EM EXERCÍCIO,19251/2023,8693
331210,1994-08-01,,EM EXERCÍCIO,6053/2023,6124
9126996,2006-03-29,,EM EXERCÍCIO,8751/2023,10083
2378884,1992-04-02,,EM EXERCÍCIO,7153/2022,7027
246450,1992-02-01,,EM EXERCÍCIO,4334/2022,9684
9367675,2016-01-20,,EM EXERCÍCIO,12068/2022,8983
275697,1998-03-23,,EM EXERCÍCIO,5107/2022,1078
9474595,2017-05-30,,EM EXERCÍCIO,14035/2022,9180
288497,1990-03-01,,EM EXERCÍCIO,5224/2023,7906
9473858,2017-05-30,,EM EXERCÍCIO,13982/2023,1204
328944,1994-05-11,,EM EXERCÍCIO,5940/2022,7861
9112073,2023-11-09,2025-10-31,EM EXERCÍCIO,32052/2023,3127
154571,1986-05-15,,EM EXERCÍCIO,716/2022,5425
241407,1990-03-01,,EM EXERCÍCIO,18325/2022,4522
266434,1992-06-01,,EM EXERCÍCIO,4921/2022,1349
9107860,2006-03-29,,EM EXERCÍCIO,8547/2022,5438
328332,1994-05-09,,EM EXERCÍCIO,5894/2022,8985
239020,2021-04-01,2022-12-31,EXONERADO/RESCISO,19573/2022,8940
9090525,2022-09-29,2024-09-29,EM EXERCÍCIO,8216/2023,9540
199575,1989-01-01,,EM EXERCÍCIO,1356/2022,8440
241415,2018-01-02,,EM EXERCÍCIO,18486/2022,7232
9302107,2014-06-09,,EM EXERCÍCIO,10884/2022,8690
328960,1994-05-09,,EM EXERCÍCIO,5942/2022,3177
325864,1994-08-01,,EM EXERCÍCIO,5763/2022,9135
155896,2006-03-29,,EM EXERCÍCIO,748/2023,6928
276448,1994-03-10,,EM EXERCÍCIO,5137/2022,7646
9287140,2023-03-13,2023-09-08,EXONERADO/RESCISO,20817/2023,2554
281409,1998-03-09,,EM EXERCÍCIO,5183/2022,780
9444343,2016-01-20,,AFASTADO,13363/2023,10519
9285377,2014-06-09,,EM EXERCÍCIO,10683/2022,9040
9167757,2023-09-11,2025-06-26,EM EXERCÍCIO,27619/2023,4047
167070,1986-05-08,,EM EXERCÍCIO,936/2022,7015
9318925,2011-01-11,,EM EXERCÍCIO,11146/2023,8568
2753294,1994-03-10,,EM EXERCÍCIO,7514/2022,5266
9320814,2023-03-13,2023-09-08,EXONERADO/RESCISO,21435/2023,7502
230340,1992-05-01,,EM EXERCÍCIO,3568/2022,5015
9250760,2014-06-09,,EM EXERCÍCIO,10327/2022,3022
2756633,1994-05-30,,EM EXERCÍCIO,7623/2022,4927
359025,1998-04-04,,EM EXERCÍCIO,6516/2022,6434
150576,1986-03-16,,EM EXERCÍCIO,614/2022,5724
9066683,2014-01-20,,EM EXERCÍCIO,7917/2022,5768
2379023,1992-05-25,,EM EXERCÍCIO,7163/2023,1553
330264,1994-05-30,,EM EXERCÍCIO,5978/2022,2706
9110399,2023-03-13,2023-09-08,EXONERADO/RESCISO,20518/2023,1105
172049,1985-07-12,,EM EXERCÍCIO,1040/2022,8170
328170,1994-05-11,,EM EXERCÍCIO,5884/2022,7876
2752352,1994-02-01,,EM EXERCÍCIO,7476/2022,9960
9280391,2023-03-13,2023-09-08,EXONERADO/RESCISO,20464/2023,6561
235431,2006-03-29,,EM EXERCÍCIO,3750/2022,2531
9443665,2016-01-20,,EM EXERCÍCIO,13334/2022,2983
9201106,2006-03-29,,EM EXERCÍCIO,9846/2023,7799
9324771,2023-04-01,2025-01-28,EM EXERCÍCIO,22639/2023,5228
9130993,2011-01-11,,EM EXERCÍCIO,8860/2022,1127
9076018,2014-01-20,,EM EXERCÍCIO,8039/2022,8735
2367300,1992-03-26,,EM EXERCÍCIO,6982/2022,7016
251348,1990-03-01,,EM EXERCÍCIO,4578/2022,9274
9180656,2006-03-29,,EM EXERCÍCIO,9687/2022,6400
2366320,1992-05-27,,EM EXERCÍCIO,6923/2023,978
245658,1998-03-10,,EM EXERCÍCIO,4321/2022,8092
9060740,2014-01-20,,EM EXERCÍCIO,7714/2023,5329
9290761,2021-06-18,,EM EXERCÍCIO,10798/2023,5541
9424512,2020-11-17,2024-09-30,EM EXERCÍCIO,13062/2023,8450
171611,2006-03-29,,EM EXERCÍCIO,1032/2022,2406
9076603,2023-10-23,2025-10-22,EM EXERCÍCIO,30685/2023,4727
9319140,2014-01-20,,EM EXERCÍCIO,11159/2022,1029
9101764,2023-09-18,2025-06-26,EM EXERCÍCIO,28581/2023,6741
211273,1989-07-01,,EM EXERCÍCIO,1421/2022,7213
2367815,1992-06-01,,EM EXERCÍCIO,7011/2022,8371
290548,1990-03-01,,EM EXERCÍCIO,5307/2022,6631
9202935,2014-06-09,,EM EXERCÍCIO,9970/2022,3082
9111697,2006-03-29,,EM EXERCÍCIO,8637/2022,2784
9136029,2023-10-23,2025-10-22,EM EXERCÍCIO,31005/2023,952
9015078,1992-04-02,,EM EXERCÍCIO,7656/2022,4499
267589,1992-05-28,,EM EXERCÍCIO,4976/2022,1529
9112120,2023-09-11,2025-06-26,EM EXERCÍCIO,29873/2023,4201
9308750,2023-10-26,2025-06-26,EM EXERCÍCIO,31544/2023,4476
258857,1992-04-13,,EM EXERCÍCIO,4813/2022,9162
140716,1994-03-15,,EM EXERCÍCIO,18504/2022,5674
236160,1992-05-21,,EM EXERCÍCIO,3787/2022,2337
2384906,1992-04-06,,EM EXERCÍCIO,7429/2022,1046
2376580,1992-05-14,,EM EXERCÍCIO,7055/2022,7083
9135944,2006-03-29,,EM EXERCÍCIO,8961/2022,2909
9178350,2006-03-29,,EM EXERCÍCIO,9670/2022,792
9061703,1998-03-20,,EM EXERCÍCIO,7766/2022,1702
9474692,2017-05-30,,EM EXERCÍCIO,14042/2022,2662
235903,1993-04-01,0001-01-01,EXONERADO/RESCISO,18968/2022,9252
2752620,1994-03-14,,EM EXERCÍCIO,7493/2022,9428
9304932,2016-01-20,,EM EXERCÍCIO,10950/2022,5835
302392,1993-10-22,,EM EXERCÍCIO,5371/2022,9407
9066284,2022-06-01,,EM EXERCÍCIO,20367/2023,1334
256102,1992-07-01,,EM EXERCÍCIO,4769/2022,4839
9305637,2023-09-11,2025-06-26,EM EXERCÍCIO,28180/2023,8016
185698,1998-03-09,,EM EXERCÍCIO,1246/2022,6003
185850,1988-05-02,,EM EXERCÍCIO,1254/2023,1594
198749,1989-07-01,,EM EXERCÍCIO,1343/2022,6157
330736,2023-09-28,2025-06-26,EM EXERCÍCIO,28847/2023,2257
330744,1994-08-01,,EM EXERCÍCIO,6013/2022,6705
157708,1993-07-02,,EM EXERCÍCIO,796/2023,10113
9311653,2022-08-12,2023-01-28,EM EXERCÍCIO,17356/2023,7577
9415521,2023-03-13,2023-09-08,EXONERADO/RESCISO,21349/2023,9250
304689,1992-06-28,,EM EXERCÍCIO,5416/2022,9543
150584,1992-04-01,,EM EXERCÍCIO,618/2022,3515
9305092,2014-01-20,,EM EXERCÍCIO,10957/2022,9683
9074627,2023-01-02,2023-12-31,EM EXERCÍCIO,26562/2023,10380
156086,1984-09-01,,EM EXERCÍCIO,752/2022,9897
10359,1992-04-01,,EM EXERCÍCIO,102/2023,6999
266531,1992-06-30,,EM EXERCÍCIO,4928/2022,2972
341118,2023-03-23,2023-09-15,EXONERADO/RESCISO,24338/2023,2039
9347488,2023-06-22,2023-12-13,EXONERADO/RESCISO,26777/2023,7381
220043,1991-06-20,,EM EXERCÍCIO,1569/2022,7662
9150919,2023-03-20,2023-09-15,EXONERADO/RESCISO,24382/2023,9726
164070,1984-03-01,,EM EXERCÍCIO,898/2022,5316
236144,1992-05-26,,EM EXERCÍCIO,3785/2022,1049
9118160,2008-04-08,2022-12-31,EXONERADO/RESCISO,18280/2022,5998
9406271,2023-10-24,2025-10-23,EM EXERCÍCIO,30611/2023,8555
9150773,2006-03-29,,EM EXERCÍCIO,9142/2022,6329
9473890,2017-05-30,,EM EXERCÍCIO,13986/2022,2161
9095373,2006-03-29,,EM EXERCÍCIO,8343/2023,1777
124737,1998-06-26,,EM EXERCÍCIO,389/2022,7005
9432892,2015-06-08,,EM EXERCÍCIO,13197/2022,10434
271810,1993-05-01,,EM EXERCÍCIO,5073/2022,6060
109134,1994-08-01,,EM EXERCÍCIO,335/2022,9689
9185020,2014-01-20,,EM EXERCÍCIO,9757/2022,1497
2367297,1992-05-22,,EM EXERCÍCIO,6981/2023,3204
9390251,2014-01-20,,EM EXERCÍCIO,12417/2022,3182
224111,1992-02-01,,EM EXERCÍCIO,1692/2023,7050
9058982,2006-07-27,,EM EXERCÍCIO,7683/2022,3569
329010,1994-05-09,,EM EXERCÍCIO,5947/2022,3155
9394648,2023-01-02,2023-12-31,EM EXERCÍCIO,25728/2023,10214
365092,1998-03-10,,EM EXERCÍCIO,6616/2022,5673
9321713,2023-03-20,2023-09-15,EXONERADO/RESCISO,24442/2023,10151
9314652,2023-03-13,2023-09-08,EXONERADO/RESCISO,20871/2023,7352
9108017,2022-02-01,2022-12-31,EXONERADO/RESCISO,18530/2022,9103
260100,1992-06-24,,EM EXERCÍCIO,4830/2022,2358
245348,1992-06-11,,EM EXERCÍCIO,4315/2022,10247
241300,2021-02-23,,EM EXERCÍCIO,19282/2022,7810
331740,1998-03-19,,EM EXERCÍCIO,6090/2022,919
9154221,2023-09-18,2025-06-26,EM EXERCÍCIO,28751/2023,7529
359424,2014-01-20,,EM EXERCÍCIO,6523/2023,1678
349607,2023-01-02,2023-12-31,EM EXERCÍCIO,25725/2023,6552
2384477,1992-09-27,,EM EXERCÍCIO,7413/2022,2813
176826,1998-05-08,,EM EXERCÍCIO,1124/2022,6061
9092706,2012-01-26,,EM EXERCÍCIO,8288/2022,2335
9174494,2023-10-16,2025-06-26,EM EXERCÍCIO,31071/2023,1234
9159991,2006-03-29,,EM EXERCÍCIO,9382/2022,6611
9447660,2022-05-25,2023-01-28,EM EXERCÍCIO,19434/2023,1003
9132325,2023-12-01,2025-09-14,EM EXERCÍCIO,32421/2023,8017
9433090,2023-12-16,2023-12-16,EM EXERCÍCIO,13204/2023,3774
248908,1990-03-01,,EM EXERCÍCIO,4431/2022,6420
2385180,1992-04-28,,EM EXERCÍCIO,7442/2022,862
328308,1994-05-10,,EM EXERCÍCIO,5891/2022,7652
9061797,2006-03-29,,EM EXERCÍCIO,7775/2022,7443
2367840,1992-05-25,,EM EXERCÍCIO,7014/2022,8583
2381192,1992-07-01,,EM EXERCÍCIO,7277/2022,6223
9150528,2023-09-18,2025-06-26,EM EXERCÍCIO,27759/2023,7743
339512,2023-09-18,2025-06-26,EM EXERCÍCIO,27943/2023,10022
9066926,1998-03-10,,EM EXERCÍCIO,7918/2022,9070
9363777,2017-03-02,0001-01-01,EXONERADO/RESCISO,17611/2022,4916
2378981,1992-04-01,,EM EXERCÍCIO,7159/2022,10099
9202544,2006-07-25,,EM EXERCÍCIO,9955/2022,583
9128190,2021-11-12,,EM EXERCÍCIO,8788/2022,1138
168203,1984-03-01,,EM EXERCÍCIO,960/2023,1244
328120,2014-01-20,,EM EXERCÍCIO,5879/2022,7860
220892,1991-08-01,,EM EXERCÍCIO,1610/2023,8209
246409,1989-06-20,,EM EXERCÍCIO,4332/2022,4992
349623,1998-03-10,,EM EXERCÍCIO,6378/2022,6251
247430,1990-03-01,,EM EXERCÍCIO,4378/2023,4609
9349162,2020-10-02,,EM EXERCÍCIO,11735/2022,8947
21717,1994-03-17,,EM EXERCÍCIO,139/2022,3654
9066586,1998-05-08,,EM EXERCÍCIO,7910/2022,2862
2379007,1992-05-20,,EM EXERCÍCIO,7161/2023,4976
9132120,2023-11-14,2025-10-31,EM EXERCÍCIO,32106/2023,7425
2384744,2008-03-07,,EM EXERCÍCIO,7424/2023,8629
9177132,2021-06-29,2023-01-28,EM EXERCÍCIO,9627/2023,4680
9219846,2014-01-20,,EM EXERCÍCIO,10082/2022,8455
252255,1990-03-01,,EM EXERCÍCIO,4631/2022,4879
9298487,2021-12-10,2023-01-28,EM EXERCÍCIO,10822/2023,1620
274143,1993-07-21,,EM EXERCÍCIO,5097/2023,7114
325600,1994-05-10,,EM EXERCÍCIO,5742/2022,1247
327980,1994-05-09,,EM EXERCÍCIO,5867/2022,3692
364568,2023-10-23,2023-12-31,EM EXERCÍCIO,31383/2023,10453
288098,1990-03-01,,EM EXERCÍCIO,5206/2022,9482
138274,1984-01-02,,EM EXERCÍCIO,478/2022,7201
9172734,2015-02-11,,EM EXERCÍCIO,9534/2022,7491
9131833,2012-01-26,,EM EXERCÍCIO,8885/2022,8028
9201319,2014-01-20,,EM EXERCÍCIO,9864/2022,2331
234486,1992-02-07,,EM EXERCÍCIO,3692/2022,5331
9479821,2022-05-25,2023-01-28,EM EXERCÍCIO,18272/2023,4007
133400,1986-05-05,,EM EXERCÍCIO,449/2023,9768
9329609,2021-06-14,2023-01-28,EM EXERCÍCIO,11425/2023,6648
9445021,2023-03-20,2023-09-15,EXONERADO/RESCISO,21101/2023,4733
241270,1990-03-01,,EM EXERCÍCIO,18293/2022,9630
2754134,2006-03-29,,EM EXERCÍCIO,7563/2022,7382
348163,2014-02-13,,EM EXERCÍCIO,6356/2022,9354
9454438,2021-08-10,2023-01-28,EM EXERCÍCIO,13612/2023,1937
9321721,2023-03-15,2025-01-28,EM EXERCÍCIO,22600/2023,1990
9406921,2014-06-09,,EM EXERCÍCIO,12741/2022,2184
9285601,2019-03-15,2021-03-15,EXONERADO/RESCISO,10692/2022,1331
9287892,2014-01-20,,EM EXERCÍCIO,10748/2022,3843
9422617,2023-09-18,2025-06-26,EM EXERCÍCIO,29997/2023,4587
9318860,2015-01-14,,EM EXERCÍCIO,11140/2022,8945
325139,1994-05-10,,EM EXERCÍCIO,5711/2023,6625
248827,2023-01-02,2023-12-31,EM EXERCÍCIO,27299/2023,722
9419136,2019-08-28,,AFASTADO,12937/2023,8994
9108785,2023-09-01,2025-06-26,EM EXERCÍCIO,29363/2023,9281
305510,1992-03-20,,EM EXERCÍCIO,5447/2022,8061
155306,1986-05-08,,EM EXERCÍCIO,732/2023,8165
16152,2020-09-04,,EM EXERCÍCIO,116/2022,855
9155880,2023-04-01,2025-01-28,EM EXERCÍCIO,24183/2023,2627
238970,1992-06-28,,EM EXERCÍCIO,20326/2023,8050
248037,2005-08-01,,EM EXERCÍCIO,19980/2022,7791
2380218,1992-05-21,,EM EXERCÍCIO,7223/2023,7724
9453776,2023-09-01,2025-09-26,EM EXERCÍCIO,29392/2023,8196
9308660,2021-08-10,2023-01-28,EM EXERCÍCIO,11017/2023,8046
9150730,2014-01-20,,EM EXERCÍCIO,9138/2022,733
9444874,2023-10-10,2025-06-26,EM EXERCÍCIO,30828/2023,10349
239216,2006-03-29,,EM EXERCÍCIO,18847/2022,4659
9319115,2011-01-11,,EM EXERCÍCIO,11157/2022,4194
9454420,2023-09-18,2025-06-26,EM EXERCÍCIO,30179/2023,8077
9367780,2023-03-20,2023-09-15,EXONERADO/RESCISO,22242/2023,3662
9331506,2014-01-20,,EM EXERCÍCIO,11467/2022,6632
9437762,2015-08-14,,EM EXERCÍCIO,13228/2023,8601
9319778,2023-02-09,2023-12-31,EM EXERCÍCIO,20622/2023,7057
9364188,2023-01-01,2023-12-31,EM EXERCÍCIO,26379/2023,3240
9095519,2014-01-20,,EM EXERCÍCIO,8351/2022,772
9337822,2023-03-13,2023-09-08,EXONERADO/RESCISO,20657/2023,7324
9413880,2015-01-14,,EM EXERCÍCIO,12772/2022,9277
264504,1992-05-15,,EM EXERCÍCIO,4871/2023,9464
9061592,2006-03-29,,EM EXERCÍCIO,7755/2022,6814
364401,2024-01-05,2023-10-30,EXONERADO/RESCISO,6603/2023,1531
9392254,2019-03-20,2021-03-20,LICENCIADO,12509/2022,7566
9182713,2023-03-20,2023-09-15,EXONERADO/RESCISO,23650/2023,4945
9081380,2012-01-26,,EM EXERCÍCIO,8072/2022,9355
9314482,2022-06-30,2023-01-28,EM EXERCÍCIO,19658/2023,2021
9174508,2023-09-18,2025-06-26,EM EXERCÍCIO,30074/2023,2698
9255214,2022-05-25,2024-09-30,EM EXERCÍCIO,10447/2023,8400
9230734,2023-10-31,2025-06-26,EM EXERCÍCIO,30774/2023,4190
365378,2006-03-29,,EM EXERCÍCIO,6622/2023,9909
2367920,1992-06-23,,EM EXERCÍCIO,7018/2023,10576
328871,1994-05-11,,EM EXERCÍCIO,5936/2022,9051
124010,2006-03-29,,EM EXERCÍCIO,384/2023,10056
237051,1992-05-27,,EM EXERCÍCIO,3840/2022,5534
123439,1984-09-01,,EM EXERCÍCIO,379/2022,9117
328880,1994-05-09,,EM EXERCÍCIO,5937/2022,3957
150290,1992-05-25,,EM EXERCÍCIO,604/2022,6946
252433,1990-03-01,,EM EXERCÍCIO,4641/2022,8413
251194,1990-03-01,,EM EXERCÍCIO,4571/2022,9182
56863,1992-02-01,,EM EXERCÍCIO,273/2022,7229
329991,1994-08-01,,EM EXERCÍCIO,5974/2022,9189
3225577,1994-05-10,,EM EXERCÍCIO,7645/2023,2499
252441,1990-03-01,,EM EXERCÍCIO,4642/2022,5219
9441263,2023-09-18,2025-06-26,EM EXERCÍCIO,27430/2023,5264
325104,2023-06-26,2023-12-16,EXONERADO/RESCISO,26908/2023,916
150738,1986-04-07,,EM EXERCÍCIO,622/2022,9092
